id,name
C00035,SCHRODERS ASIA LTD
C00036,CHINA CONSTRUCTION BANK (ASIA)
C00037,SHANGHAI COMMERCIAL BANK LTD
C00038,SIN HUA BANK LTD
C00039,STANDARD CHARTERED BANK (HONG KONG) LTD
C00040,INDUSTRIAL AND COMMERCIAL BANK OF CHINA
C00041,OCBC WING HANG BANK LTD
C00042,CMB WING LUNG BANK LTD
C00043,MEVAS BANK LTD
C00045,YIEN YIEH COMMERCIAL BANK LTD
C00047,BANGKOK BANK PUBLIC CO LTD
C00048,CHIYU BANKING CORPORATION LTD
C00050,DBS KWONG ON BANK LTD
C00051,PARIBAS
C00052,BELGIAN BANK
C00053,AMERICAN EXPRESS BANK LTD
C00054,BANK OF AMERICA NATIONAL TRUST AND
C00055,KBC BANK N.V.
C00056,THE GOVERNOR AND COMPANY OF THE BANK OF
C00057,UNITED OVERSEAS BANK LTD
C00058,CHINA CITIC BANK INTERNATIONAL LTD
C00059,IBJ ASIA LTD
C00060,THE ROYAL BANK OF SCOTLAND N.V.
C00061,FIRST PACIFIC BANK LTD
C00062,CREDIT AGRICOLE CORPORATE AND INVESTMENT
C00063,CHEMICAL BANK
C00064,BNP PARIBAS
C00065,HSBC PRIVATE BANK (SUISSE) SA
C00066,BANQUE WORMS
C00067,THE BANK OF NOVA SCOTIA
C00068,BANK AUSTRIA AG
C00069,UNITED CHINESE BANK LTD
C00070,OVERSEA-CHINESE BANKING CORPORATION LTD
C00071,ING BANK N.V.
C00072,LTCB ASIA LTD
C00073,YASUDA TRUST ASIA PACIFIC LTD
C00074,DEUTSCHE BANK AG
C00075,HSBC BANK USA
C00076,CHEKIANG FIRST BANK LTD
C00077,LLOYDS TSB BANK PLC
C00078,CREDIT COMMERCIAL DE FRANCE
C00080,TRADINGGURU.COM SECURITIES LTD
C00081,BOOM SECURITIES (H.K.) LTD
C00082,SCHRODER INVESTMENT MANAGEMENT
C00083,BANK CONSORTIUM TRUST CO LTD
C00085,STANDARD BANK ASIA LTD
C00086,BNP PARIBAS WEALTH MANAGEMENT
C00087,HUNG KAI FINANCE CO LTD
C00088,CHINA MERCHANTS BANK CO LTD
C00089,HONG KONG MONETARY AUTHORITY
C00090,KBC BANK N.V.
C00091,BANK OF SINGAPORE LTD
C00092,CTBC BANK CO LTD
C00093,BNP PARIBAS SECURITIES SERVICES
C00094,ING BANK N.V.
C00095,EFG BANK AG
C00096,CHINA CONSTRUCTION BANK CORPORATION
C00097,ABN AMRO BANK N.V.
C00098,BARCLAYS BANK PLC
C00099,"TAISHIN INTERNATIONAL BANK CO., LTD"
C00100,"JPMORGAN CHASE BANK, NATIONAL"
C00101,BANK OF EAST ASIA (TRUSTEES) LTD
C00102,MACQUARIE BANK LTD
C00103,"MIZUHO BANK, LTD."
C00104,SHANGHAI PUDONG DEVELOPMENT BANK CO.
C00105,AGRICULTURAL BANK OF CHINA LTD
C00106,GRAND MOORE CAPITAL LTD
C00107,"INDUSTRIAL BANK CO., LTD."
C00108,"CHINA MINSHENG BANKING CORP., LTD."
C00109,"BANK OF COMMUNICATIONS CO., LTD."
C00110,EAST WEST BANK
C99996,HONG KONG SECURITIES CLEARING COMPANY
C99997,HKFE CLEARING CORPORATION LIMITED
,HONG KONG SECURITIES CLEARING CO. LTD.
P00004,KREDIETBANK N V
P00006,SUN TAI CHEUNG CREDITS LTD
P00009,ALLIED BANKING CORPORATION (HONG KONG)
P00010,SOUTH CHINA FINANCE CO LTD
P00011,INTERNATIONALE NEDERLANDEN BANK N. V.
P00012,BII FINANCE CO LTD
P00013,CHOW TAI FOOK JEWELLERY CO LTD
P00014,HAITONG INTERNATIONAL FINANCE CO LTD
P00015,DELTA ASIA CREDIT LTD
P00017,CROSBY FINANCE (HK) LTD
P00018,SOLID CAPITAL HOLDINGS LTD
P00019,XPRESS CREDIT LTD
